,name,street_type
923,Höstvädersgatan,gatan
924,Blidvädersgatan,gatan
925,Stormvädersgatan,gatan
926,Regnvädersgatan,gatan
927,Vårvädersgatan,gatan
928,Snövädersgatan,gatan
929,Solrosgatan,gatan
930,Byfogdegatan,gatan
931,Lemmingsgatan,gatan
932,Björcksgatan,gatan
933,Hultebacken,backen
934,Lillatorpsgatan,gatan
935,Kvarngärdesgatan,gatan
936,Bäckeliden,other
937,Olshammarsgatan,gatan
938,Båtsman Hisings Gata,gatan
939,Burmans Gata,gatan
940,Von Seths Gata,gatan
941,Novembergatan,gatan
942,Oktobergatan,gatan
943,Junigatan,gatan
944,Augustigatan,gatan
945,Aprilgatan,gatan
946,Gräsmånadsgatan,gatan
947,Hömånadsgatan,gatan
948,Julaftonsgatan,gatan
949,Morgongatan,gatan
950,Skymningsgatan,gatan
951,Annandagsgatan,gatan
952,Brittsommargatan,gatan
953,Planetgatan,gatan
954,Valdemar Noréns Gata,gatan
955,Askims Verkstadsväg,vägen
956,Hantverksvägen,vägen
957,Kobbegården,other
958,Kobbeslätten,other
959,Maskingränd,gränd
960,Hörsalsvägen,vägen
961,Flöjtgatan,gatan
962,Angeredsleden,leden
963,Trollhätteleden,leden
964,Sankt Sigfrids Plan,other
965,Orangerigatan,gatan
966,Spaljégången,other
967,Överåsgatan,gatan
968,Carlbergsgatan,gatan
969,Prospect Hillgatan,gatan
970,Prytzgatan,gatan
971,Rangeltorpsgatan,gatan
972,Margretelundsgatan,gatan
973,Drakenbergsgatan,gatan
974,Ovädersgatan,gatan
975,Ellesbobacken,backen
976,Rödbo Löparegata,gatan
977,Rödbo Idrottsgata,gatan
978,Rödbo Stafettgata,gatan
979,Jordfallsbron,other
980,Lilla Kongahällavägen,vägen
981,Lantmilsgatan,gatan
982,Skogsmilsgatan,gatan
983,Fjärdingsgatan,gatan
984,Blåklockegatan,gatan
985,Gamla Björlandavägen,vägen
986,Gullrisgatan,gatan
987,Björnsonsgatan,gatan
988,Ibsensgatan,gatan
989,Magnetgatan,gatan
990,Generatorsgatan,gatan
991,Ångpannegatan,gatan
992,Turbingatan,gatan
993,Fredsbron,other
994,Kryddhyllan,other
995,Kanelgatan,gatan
996,Timjansgatan,gatan
997,Pimpinellagatan,gatan
998,Malörtsgatan,gatan
999,Salviagatan,gatan
1000,Kryddvägen,vägen
1001,Ingefärsgatan,gatan
1002,Röhssgatan,gatan
1003,Bärby korsväg,vägen
1004,Säve stationsväg,vägen
1005,Snarberget,other
1006,Tångelund,other
1007,Tångenvägen,vägen
1008,Tångengården,other
1009,Hedelundsvägen,vägen
1010,Almhöjdsvägen,vägen
1011,Kålsängegatan,gatan
1012,Petters Hage,other
1013,Glöstorpsvägen,vägen
1014,Ankarhjelmsvägen,vägen
1015,Nostravägen,vägen
1016,Åslyckevägen,vägen
1017,Utängarna,other
1018,Ekehagsvägen,vägen
1019,Ängstuvevägen,vägen
1020,Ängstigen,other
1021,Mosstuvevägen,vägen
1022,Floravägen,vägen
1023,Håkansdal,other
1024,Hagelidsvägen,vägen
1025,Silverfyndsvägen,vägen
1026,Gunnestorps bygata,gatan
1027,Strandskärsvägen,vägen
1028,Tonfiskgatan,gatan
1029,Sjötungegatan,gatan
1030,Bergtungegatan,gatan
1031,Backadalen,other
1032,Lisa Sass Gata,gatan
1033,Mötesplatsen,other
1034,Vallpojksgatan,gatan
1035,Stängselgatan,gatan
1036,Fögderigatan,gatan
1037,Tubogatan,gatan
1038,Nordanvindsgatan,gatan
1039,Kultjegatan,gatan
1040,Anna Lesselsgatan,gatan
1041,Foderbetsgatan,gatan
1042,Tröskaregatan,gatan
1043,Teologgatan,gatan
1044,Monteliusgatan,gatan
1045,Sehlstedtsgatan,gatan
1046,Bååthsgatan,gatan
1047,Fryxellsgatan,gatan
1048,Harald Hjärnesgatan,gatan
1049,Gästgivaregatan,gatan
1050,Kopparslagaregatan,gatan
1051,Volrat Thamsgatan,gatan
1052,Wallenbergsgatan,gatan
1053,Vedhuggargatan,gatan
1054,Högströmsgatan,gatan
1055,Solgårdsgatan,gatan
1056,Glasmästaregatan,gatan
1057,Solhusgatan,gatan
1058,Bredfjällsgatan,gatan
1059,Västerslänt,other
1060,Villavallen,other
1061,Blixtgatan,gatan
1062,Sandeslättskroken,other
1063,Hammarkroken,other
1064,Kungsbackagatan,gatan
1065,Söderbergsgatan,gatan
1066,Tyggårdsgatan,gatan
1067,Gustaf Adolfs Torg,other
1068,Nedre Kvarnbergsgatan,gatan
1069,Övre Spannmålsgatan,gatan
1070,Mjölnaregatan,gatan
1071,Mätaregatan,gatan
1072,Tyska Bron,other
1073,Spannmålsgatan,gatan
1074,Ahrenbergsgatan,gatan
1075,Ernst Torulfsgatan,gatan
1076,Lydinghielmsgatan,gatan
1077,Bromeliusgatan,gatan
1078,Zachrissonsgatan,gatan
1079,Fräntorpsgatan,gatan
1080,Hembyggarevägen,vägen
1081,Hemgärdesvägen,vägen
1082,Brattåskärrsvägen,vägen
1083,Rothvallsvägen,vägen
1084,Sörgårdsvägen,vägen
1085,Svartåvägen,vägen
1086,Viskavägen,vägen
1087,Hämplingevägen,vägen
1088,Rödhakevägen,vägen
1089,Kullegårdsvägen,vägen
1090,Koltrastvägen,vägen
1091,Saras väg,vägen
1092,Hallens väg,vägen
1093,Mimmis väg,vägen
1094,Karins väg,vägen
1095,Bergums Prästgårdsväg,vägen
1096,Björkkullavägen,vägen
1097,Grönkullavägen,vägen
1098,Solkullavägen,vägen
1099,Högrells Väg,other
1100,Olofstorps Skolväg,vägen
1101,Olofstorpsvägen,vägen
1102,Bergkullavägen,vägen
1103,Småkulla Gärde,other
1104,Småkulla Hage,other
1105,Småkullavägen,vägen
1106,Övre Husargatan,gatan
1107,Sjömärkesstigen,other
1108,Ruskpricksvägen,vägen
1109,Kvastpricksvägen,vägen
1110,Luxus stig,other
1111,Sjömärkesvägen,vägen
1112,Slätpricksvägen,vägen
1113,Fyrlyktevägen,vägen
1114,Släggaregatan,gatan
1115,Kunskapsgatan,gatan
1116,Lärdomsgatan,gatan
1117,Mattssonsliden,other
1118,Skepparegången,other
1119,Långavallsgatan,gatan
1120,Klockbojsvägen,vägen
1121,Skalkorgarna,other
1122,Vinga fyrs Väg,other
1123,Långrevsvägen,vägen
1124,Norra hjuviksvägen,vägen
1125,Spinnspövägen,vägen
1126,Järnvågsgatan,gatan
1127,Oscarsleden,leden
1128,Andréegatan,gatan
1129,Aprikosgatan,gatan
1130,Melongatan,gatan
1131,Wärnsköldsgatan,gatan
1132,Älvsborgsplan,other
1133,Kabbeleksgatan,gatan
1134,Peter Bagges Gata,gatan
1135,Gröna Vallen,other
1136,Krokebacksgatan,gatan
1137,Skogslundsgatan,gatan
1138,Birger Jarlsgatan,gatan
1139,Lilla Fridhemsgatan,gatan
1140,Emigrantvägen,vägen
1141,Olof Strålegatan,gatan
1142,Strandridaregatan,gatan
1143,Kennedygatan,gatan
1144,Stilla gatan,gatan
1145,Sannaplan,other
1146,Slätvarsgatan,gatan
1147,Oxhagsgatan,gatan
1148,Fågelfängaregatan,gatan
1149,Gröna gatan,gatan
1150,Jordhyttegatan,gatan
1151,Styrsögatan,gatan
1152,Asperögatan,gatan
1153,Öckerögatan,gatan
1154,Donsögatan,gatan
1155,Brännögatan,gatan
1156,Bankebergsgatan,gatan
1157,Strandvägen,vägen
1158,Södra Flundregatan,gatan
1159,Majgatan,gatan
1160,Snäckvägen,vägen
1161,Tranegatan,gatan
1162,Hägergatan,gatan
1163,Långlandia,other
1164,Grötöplatsen,other
1165,Knipplagatan,gatan
1166,Sven Brolids Väg,other
1167,Varholmsgatan,gatan
1168,Hjärtholmsvägen,vägen
1169,Klintens Trappor,other
1170,Klarebergsmotet,motet
1171,Lillhagsparken,other
1172,Solslättsvägen,vägen
1173,Arvid Lindmansgatan,gatan
1174,Danagatan,gatan
1175,Pilegårdsgatan,gatan
1176,Danaplatsen,other
1177,Blåvalsgatan,gatan
1178,Johannes Ivarssons Väg,other
1179,Röds Bygata,gatan
1180,Röds Ängar,other
1181,Spårekärrsgatan,gatan
1182,Röds Sörgård,other
1183,Röds Lekevall,other
1184,Röds Merkuriusstig,other
1185,Röds Junostig,other
1186,Bulycke Gård,other
1187,Lantvärnsgatan,gatan
1188,Otterklintsvägen,vägen
1189,Älvsborgsbron,other
1190,Kantyxegatan,gatan
1191,Marholmsvägen,vägen
1192,Smithska vägen,vägen
1193,Norra Breviksvägen,vägen
1194,Hängestensdalen,other
1195,Hällsviksvägen,vägen
1196,Västra Midvintersgatan,gatan
1197,Söndagsgatan,gatan
1198,Lövmånadsgatan,gatan
1199,Halliden,other
1200,Gåsmossevägen,vägen
1201,Bagaregårdsgatan,gatan
1202,Falkgatan,gatan
1203,Ernst Kristenssons gata,gatan
1204,Brunkebergsgatan,gatan
1205,Lyckåsvägen,vägen
1206,Äsperedsgatan,gatan
1207,Lilla Holmen,other
1208,Stora Holmen,other
1209,Äspereds Skogsväg,vägen
1210,Vippärtsvägen,vägen
1211,Väderutsikten,other
1212,Ruskvädersgatan,gatan
1213,Åskvädersgatan,gatan
1214,Hagelvädersgatan,gatan
1215,Bensinvägen,vägen
1216,Tankgatan,gatan
1217,Hults gata,gatan
1218,Askims Sörgårdsväg,vägen
1219,Askims Sävstig,other
1220,Stockåkersvägen,vägen
1221,Askims Hovslagareväg,vägen
1222,Askims Ängåsstig,other
1223,Askims Kyrkåsväg,vägen
1224,Askims Ängsväg,vägen
1225,Solliden,other
1226,Lekullevägen,vägen
1227,Hovås Ekorrstig,other
1228,Hovås Bronsåldersväg,vägen
1229,Golfbanevägen,vägen
1230,Gärdesvägen,vägen
1231,Kålgården,other
1232,Hedens väg,vägen
1233,Hedens äng,other
1234,Långefjällsgatan,gatan
1235,Geteryggsgatan,gatan
1236,Gamla Boråsvägen,vägen
1237,Sågspånsgatan,gatan
1238,Kutterspånsgatan,gatan
1239,Hyvelspånsgatan,gatan
1240,Barkspadesgatan,gatan
1241,Hyvlaregatan,gatan
1242,Björkekärrsgatan,gatan
1243,Kärnvedsgatan,gatan
1244,Törvedsgatan,gatan
1245,Splintvedsgatan,gatan
1246,Studiegången,other
1247,Rödvedsgatan,gatan
1248,Helgdagsgatan,gatan
1249,Tisdagsgatan,gatan
1250,Onsdagsgatan,gatan
1251,Fastlagsgatan,gatan
1252,Malmsjögatan,gatan
1253,Kullagergatan,gatan
1254,Brahegatan,gatan
1255,Östra Midvintersgatan,gatan
1256,Lördagsgatan,gatan
1257,Larsmässetorg,torget
1258,Lärjehedsvägen,vägen
1259,Nedre Hjällbogärdet,other
1260,Nylösegatan,gatan
1261,Måns Bryntessonsgatan,gatan
1262,Ryttaregatan,gatan
1263,Ambrosiusgatan,gatan
1264,Trojenborgsplatsen,other
1265,Björkrisvägen,vägen
1266,Håbergsgatan,gatan
1267,Gökevägen,vägen
1268,Haletorpsvägen,vägen
1269,Bergkantsvägen,vägen
1270,Oxögedal,other
1271,Oxerödsgatan,gatan
1272,Wadköpingsgatan,gatan
1273,Blendas Gata,gatan
1274,Jacobs Gata,gatan
1275,Prosten Ahlbergs Gata,gatan
1276,Sunnerviksgatan,gatan
1277,Gegerfeltsgatan,gatan
1278,Vadstenagatan,gatan
1279,Almstrandsgatan,gatan
1280,Spantgatan,gatan
1281,Skeppsbyggaregatan,gatan
1282,Julias Gata,gatan
1283,Hjalmar Bergmans Gata,gatan
1284,Katjas Gata,gatan
1285,Backa Strandgata,gatan
1286,Rektor Rödings Gata,gatan
1287,Ljungängsbacken,backen
1288,Skänningegatan,gatan
1289,Toredalsgatan,gatan
1290,Munkedalsgatan,gatan
1291,Tegskiftesgatan,gatan
1292,Strömstadgatan,gatan
1293,Östra Skärvallsgatan,gatan
1294,Furåsen,other
1295,Hönekullegatan,gatan
1296,Ängsmaden,other
1297,Älingebäcksvägen,vägen
1298,Dockeredsbacken,backen
1299,Dockeredsvägen,vägen
1300,Torsgatan,gatan
1301,Trollhättegatan,gatan
1302,Lilla Klädpressaregatan,gatan
1303,Hållstamsvägen,vägen
1304,Granitvägen,vägen
1305,Askims Myrstig,other
1306,Kobbehallsvägen,vägen
1307,Stenlavsvägen,vägen
1308,Askims Röseväg,vägen
1309,Bergtallsvägen,vägen
1310,Askims Stenblocksväg,vägen
1311,Alstigen,other
1312,Högabergsvägen,vägen
1313,Askims Urbergsväg,vägen
1314,Askims Jättegrytsväg,vägen
1315,Trollåsvägen,vägen
1316,Askims Utsiktsväg,vägen
1317,Bergstigen,other
1318,Stenstigen,other
1319,Myrbäcksvägen,vägen
1320,Kläppestigen,other
1321,Mystastigen,other
1322,Övre Hägnavägen,vägen
1323,Otterbäcksvägen,vägen
1324,Nedre Hägnavägen,vägen
1325,Askims Skytteväg,vägen
1326,Askims Kvarnfallsväg,vägen
1327,Askims Silverkälla,other
1328,Askims Högalid,other
1329,Lerduvevägen,vägen
1330,Lerduveslingan,other
1331,Kvarnliden,other
1332,Skalldalsvägen,vägen
1333,Skallgången,other
1334,Jaktlyckan,other
1335,Hovås Jägareväg,vägen
1336,Lilla Hovåsvägen,vägen
1337,Hovås Oxledsväg,vägen
1338,Östra Kopparkärrsvägen,vägen
1339,Hovås Liljestig,other
1340,Hovås Videörtsstig,other
1341,Hovås Vårlöksstig,other
1342,Hovås Starrstig,other
1343,Hovås Näckrosstig,other
1344,Hovås Kärrviolsstig,other
1345,Hovås Pilbladsstig,other
1346,Hovås Kaveldunsstig,other
1347,Hovås Kabbelekastig,other
1348,Västra Kopparkärrsvägen,vägen
1349,Årekärrsvägen,vägen
1350,Oxforan,other
1351,Hovås Enebärsgång,other
1352,Hovås Kråkbärsgång,other
1353,Hovås Nypongång,other
1354,Hovås Odongång,other
1355,Hovås Oxbärsgång,other
1356,Hovås Slånbärsgång,other
1357,Hovås Åkerbärsgång,other
1358,Hovås Tranbärsgång,other
1359,Hovås Snöbärsväg,vägen
1360,Uggleåsvägen,vägen
1361,Billdals Kyrkogårdsväg,vägen
1362,Augustas väg,vägen
1363,Ambjörnhagsvägen,vägen
1364,Norra Lyckekärrsvägen,vägen
1365,Billdals Kyrkväg,vägen
1366,Säröbanan,other
1367,Knektebacken,backen
1368,Eklidsvägen,vägen
1369,Kapten Klintons väg,vägen
1370,Billdals Stationsväg,vägen
1371,Knut Marks Väg,other
1372,Johanneshusvägen,vägen
1373,Hallekullevägen,vägen
1374,Bassåsvägen,vägen
1375,Sandåsen,other
1376,Bäckslingan,other
1377,Vidsundsvägen,vägen
1378,Kofferdalsvägen,vägen
1379,Knapehall,other
1380,Sisjö Kullegata,gatan
1381,Knapegårdsvägen,vägen
1382,Ekonomivägen,vägen
1383,Nergårdsvägen,vägen
1384,Stockåkersplan,other
1385,Hultsbrovägen,vägen
1386,Tallboängen,other
1387,Ryetvägen,vägen
1388,Rävstigen,other
1389,Hovås Lingonstig,other
1390,Hovås Grävlingestig,other
1391,Hovås Vassgång,other
1392,Lövviksvägen,vägen
1393,Klåva Gårdsväg,vägen
1394,Hovås Herrgårdsväg,vägen
1395,Hovås Sandkulleväg,vägen
1396,Söndrevägen,vägen
1397,Hovås Bautastensväg,vägen
1398,Höjdvägen,vägen
1399,Ryttarstigen,other
1400,Kedjestigen,other
1401,Granlidsvägen,vägen
1402,Golfstigen,other
1403,Wendels väg,vägen
1404,Doktorsvägen,vägen
1405,Hovås Ekåsväg,vägen
1406,Smedvägen,vägen
1407,Hovås Bäckastig,other
1408,Fotspårsvägen,vägen
1409,Sjövägen,vägen
1410,Skålgropsvägen,vägen
1411,Solhjulsvägen,vägen
1412,Hovås Arkitektväg,vägen
1413,Hovås Klintväg,vägen
1414,Hovås Fasanstig,other
1415,Linkuladalen,other
1416,Övre Hövik,other
1417,Nedre Hövik,other
1418,Styrsö Sandviksbacke,other
1419,Utterviksvägen,vägen
1420,Lunnevägen,vägen
1421,Sörängen,other
1422,Ekudden,other
1423,Brattenvägen,vägen
1424,Skäretvägen,vägen
1425,Styrsöbron,other
1426,Stora Ängen,other
1427,Halsviksängen,other
1428,Amneviksvägen,vägen
1429,Kolkärrsvägen,vägen
1430,Styrsö Hamnväg,vägen
1431,Långes gata,gatan
1432,Brattenskogen,other
1433,Madvägen,vägen
1434,Småskärsvägen,vägen
1435,Nordatlanten,other
1436,Indiska Oceanen,other
1437,Nordsjön,other
1438,Kattegatt,other
1439,Skagerack,other
1440,Karl IX:s väg,vägen
1441,Ceresgatan,gatan
1442,Sannegårdsgatan,gatan
1443,Gyssebergsvägen,vägen
1444,Gålebergsvägen,vägen
1445,Kvisteviksvägen,vägen
1446,Korshamnsvägen,vägen
1447,Skutviksvägen,vägen
1448,Tjärtoftevägen,vägen
1449,Körevägen,vägen
1450,Hålvägen,vägen
1451,Stuphålevägen,vägen
1452,Asperö Kajväg,vägen
1453,Fyra Uddars Väg,other
1454,Asperö brygga,other
1455,Källdalsvägen,vägen
1456,Asperö Byväg,vägen
1457,Tångebergsvägen,vägen
1458,Doktor Bondesons gata,gatan
1459,Doktor Billqvists gata,gatan
1460,Christina Nilssons Gata,gatan
1461,Vikingsgatan,gatan
1462,Norra Sjöfarten,other
1463,Lilla Badhusgatan,gatan
1464,Oskarsgatan,gatan
1465,Spannlandsgatan,gatan
1466,Orgelgatan,gatan
1467,Basungatan,gatan
1468,Purpurgatan,gatan
1469,Rödgatan,gatan
1470,Brungatan,gatan
1471,Hagkroksvägen,vägen
1472,Klubbvägen,vägen
1473,Landalabergen,other
1474,Arendals Allé,other
1475,Galileis Gata,gatan
1476,Gärdsås Torg,other
1477,Galaxgatan,gatan
1478,Norrskensgatan,gatan
1479,Merkuriusgatan,gatan
1480,Tellusgatan,gatan
1481,Rymdtorget,torget
1482,Kvadrantgatan,gatan
1483,Sockerbagaregatan,gatan
1484,Perukmakaregatan,gatan
1485,Ungmästaregatan,gatan
1486,Drällvävaregatan,gatan
1487,Remsnidaregatan,gatan
1488,Olsmässogatan,gatan
1489,Barefjällsgatan,gatan
1490,Valborgsmässogatan,gatan
1491,Burskapsgatan,gatan
1492,Tornväktaregatan,gatan
1493,Snörmakaregatan,gatan
1494,Persmässogatan,gatan
1495,Tenngjutaregatan,gatan
1496,Fjällbogatan,gatan
1497,Skorstensfejaregatan,gatan
1498,Sadelmakaregatan,gatan
1499,Grovsmedsgatan,gatan
1500,Bokbindaregatan,gatan
1501,Hattmakaregatan,gatan
1502,Sporrmakaregatan,gatan
1503,Svärdfejaregatan,gatan
1504,Klensmedsgatan,gatan
1505,Konstförvantsgatan,gatan
1506,Herman Jonssonsgatan,gatan
1507,Gelbgjutaregatan,gatan
1508,Hovsmedsgatan,gatan
1509,Österhedsgatan,gatan
1510,Hindersmässogatan,gatan
1511,Lärlingsgatan,gatan
1512,Gesällgatan,gatan
1513,Ungbrodersgatan,gatan
1514,Urmakaregatan,gatan
1515,Gillegatan,gatan
1516,Hansebräckavägen,vägen
1517,Björnbacken,backen
1518,Radiomastgatan,gatan
1519,Ettrörsgatan,gatan
1520,Tvårörsgatan,gatan
1521,Trerörsgatan,gatan
1522,Fyrarörsgatan,gatan
1523,Femrörsgatan,gatan
1524,Åttarörsgatan,gatan
1525,Sjurörsgatan,gatan
1526,Sexrörsgatan,gatan
1527,Radargatan,gatan
1528,Järnbrotts Prästväg,vägen
1529,Frölunda Kyrkogata,gatan
1530,Södra Dragspelsgatan,gatan
1531,Kortdistansgatan,gatan
1532,Relägatan,gatan
1533,Flygradiogatan,gatan
1534,Jordledningsgatan,gatan
1535,Sändaregatan,gatan
1536,Mottagaregatan,gatan
1537,Kristallgatan,gatan
1538,Hörlursgatan,gatan
1539,Förstärkaregatan,gatan
1540,Högtalaregatan,gatan
1541,Mikrofongatan,gatan
1542,Modulatorsgatan,gatan
1543,Televisionsgatan,gatan
1544,Transistorgatan,gatan
1545,Nymilsgatan,gatan
1546,Svängrumsgatan,gatan
1547,Orkestergatan,gatan
1548,Saxofongatan,gatan
1549,Klarinettgatan,gatan
1550,Kaverös Äng,other
1551,Fiolgatan,gatan
1552,Gitarrgatan,gatan
1553,Valthornsgatan,gatan
1554,Speldosegatan,gatan
1555,Munspelsgatan,gatan
1556,Säckpipegatan,gatan
1557,Kontrabasgatan,gatan
1558,Altfiolgatan,gatan
1559,Klangfärgsgatan,gatan
1560,Kavåsvägen,vägen
1561,Anna Östvägen,vägen
1562,Vårstigen,other
1563,Ingegärdsvägen,vägen
1564,Stångebergsvägen,vägen
1565,Pinnmovägen,vägen
1566,Lonsegårdsvägen,vägen
1567,Krokelyckan,other
1568,Uppegårdsvägen,vägen
1569,Trollvägen,vägen
1570,Vretstigen,other
1571,Uppegårdsliden,other
1572,Getstigen,other
1573,Klyfteråsvägen,vägen
1574,Södra Sjöslingan,other
1575,Lilliegatan,gatan
1576,Överstegatan,gatan
1577,Lilla Kärralundsgatan,gatan
1578,Skårs led,other
1579,Blekeslänten,other
1580,Prebendegatan,gatan
1581,Flygaregatan,gatan
1582,Vårbroddsgatan,gatan
1583,Estlandsgatan,gatan
1584,Finlandsgatan,gatan
1585,Hullgatan,gatan
1586,Corneliusgatan,gatan
1587,Londongatan,gatan
1588,Bronsfatsgatan,gatan
1589,Bronslursgatan,gatan
1590,Bronsyxegatan,gatan
1591,Torkelsgatan,gatan
1592,Pärlstickaregatan,gatan
1593,Stenströmsgatan,gatan
1594,Modellörsgatan,gatan
1595,Bågskyttestigen,other
1596,Änggårdsgatan,gatan
1597,Kroppåsstigen,other
1598,Storängsgatan,gatan
1599,Fyradalersgatan,gatan
1600,Solbänksgatan,gatan
1601,E A Rosengrens gata,gatan
1602,Bäckedalsvägen,vägen
1603,Hörnvägen,vägen
1604,Bäcktuvevägen,vägen
1605,August Strindbergs gångväg,vägen
1606,Skogshagestigen,other
1607,Korpbergsstigen,other
1608,Frans Perssons väg,vägen
1609,Morotsgången,other
1610,Spenatgången,other
1611,Salladsgången,other
1612,Odlingsgången,other
1613,Sparrisgången,other
1614,Grönkålsgången,other
1615,Långedragsvägen,vägen
1616,Hovås Allé,other
1617,Hultavägen,vägen
1618,Majnabbehamnen,other
1619,Spår 8,other
1620,Orrspelsgatan,gatan
1621,Fredriksdalsgatan,gatan
1622,Lilleby Hamnväg,vägen
1623,Ramnebacken,backen
1624,Eliebergsvägen,vägen
1625,Lindåkravägen,vägen
1626,Hålskogsgatan,gatan
1627,Vattentornsgatan,gatan
1628,Ella Gybergs väg,vägen
1629,Brottkärrs Byväg,vägen
1630,Matildehemsvägen,vägen
1631,Västergårdsvägen,vägen
1632,Doteviksvägen,vägen
1633,Östra Grinnekärrsvägen,vägen
1634,Grinnekärrsvägen,vägen
1635,Norra Grinnekärrsvägen,vägen
1636,Annorlundavägen,vägen
1637,Havsklinten,other
1638,Ingalundavägen,vägen
1639,Järkholmsvägen,vägen
1640,Lindåsvägen,vägen
1641,Billdals Lindgång,other
1642,Billdals Björkväg,vägen
1643,Billdals Almväg,vägen
1644,Billdals Pilgång,other
1645,Billdals Kastanjegång,other
1646,Billdals Lärkträdsväg,vägen
1647,Billdals Apelgång,other
1648,Billdals Rönnväg,vägen
1649,Billdals Aspväg,vägen
1650,Billdals Hasselväg,vägen
1651,Lövskogsåsen,other
1652,Krogabäcksvägen,vägen
1653,Tättingegatan,gatan
1654,Näktergalsgatan,gatan
1655,Kungsstensmotet,motet
1656,Drottningtorget,torget
1657,Konvaljegatan,gatan
1658,Tjärblomsgatan,gatan
1659,Halmstadgatan,gatan
1660,Rävsalsgatan,gatan
1661,Putsegårdsgatan,gatan
1662,Norra Sälöfjordsgatan,gatan
1663,Älvefjordsgatan,gatan
1664,Källöfjordsgatan,gatan
1665,Rivöfjordsgatan,gatan
1666,Lilla Rivöfjordsgatan,gatan
1667,Hakefjordsgatan,gatan
1668,Mandelblomsgatan,gatan
1669,Nordmarksgatan,gatan
1670,Gökropsgatan,gatan
1671,Kölnåsgatan,gatan
1672,Hällkistegatan,gatan
1673,Kvarnhålegatan,gatan
1674,Norrviksgatan,gatan
1675,Södra Sälöfjordsgatan,gatan
1676,Vårvindsgatan,gatan
1677,Vårflodsgatan,gatan
1678,Schalinsgatan,gatan
1679,Långåkersgatan,gatan
1680,Liegatan,gatan
1681,Höbärgningsgatan,gatan
1682,Storstensvägen,vägen
1683,Enrisvägen,vägen
1684,Rydholmsgatan,gatan
1685,Alevägen,vägen
1686,Enskiftesgatan,gatan
1687,Edvard Rodhes väg,vägen
1688,Västra Bräckevägen,vägen
1689,Diakonissgatan,gatan
1690,Södra Vårvindsgatan,gatan
1691,Diakonivägen,vägen
1692,Bräcke Västergårds väg,vägen
1693,Ullmansgatan,gatan
1694,Lundbygatan,gatan
1695,Inägogatan,gatan
1696,Lilla inägogatan,gatan
1697,Gamla Lundbygatan,gatan
1698,Celsiusgatan,gatan
1699,Östra Eriksbergsgatan,gatan
1700,Kolhamnsgatan,gatan
1701,Nordreviksvägen,vägen
1702,Valebergsvägen,vägen
1703,Vågnedalsvägen,vägen
1704,Lindebovägen,vägen
1705,Sjöbackevägen,vägen
1706,Sjöbacken,backen
1707,Billdals Häggväg,vägen
1708,Mellanbergsvägen,vägen
1709,Häcklevägen,vägen
1710,Billdals Sommarväg,vägen
1711,Lantmätaregatan,gatan
1712,Vårlöksgatan,gatan
1713,Smörbollsgatan,gatan
1714,Lyckekärrsvägen,vägen
1715,Hedens backe,other
1716,Furuhälls väg,vägen
1717,Idas väg,vägen
1718,Elvira Samuelssons Väg,other
1719,Nybonns väg,vägen
1720,Kopparåsvägen,vägen
1721,Kopparåsen,other
1722,Gunborgavägen,vägen
1723,Billdals Hagenväg,vägen
1724,Lesikavägen,vägen
1725,Svindalsvägen,vägen
1726,Rörflatsvägen,vägen
1727,Harstigen,other
1728,Hästebäcksvägen,vägen
1729,Klevevägen,vägen
1730,Billdals Storegårdsväg,vägen
1731,Letsegårdsstigen,other
1732,Äsebackevägen,vägen
1733,Lilla Skintebovägen,vägen
1734,Gullyckevägen,vägen
1735,Kruniusvägen,vägen
1736,Johanneshus,other
1737,Åsdammsvägen,vägen
1738,Holkebacken,backen
1739,Åsberget,other
1740,Nyängsvägen,vägen
1741,Grindvägen,vägen
1742,Bredängen,other
1743,Åsbacken,backen
1744,Humlekärrsvägen,vägen
1745,Hovås Oxsjöväg,vägen
1746,Hovås Hagstig,other
1747,Amundövik,other
1748,Arvid Lignells Väg,other
1749,Nylänningen,other
1750,Sösbacken,backen
1751,Brända Berget,other
1752,Brottkärrs Tennisväg,vägen
1753,Brännemysten,other
1754,Charles väg,vägen
1755,Hovås Enebacke,other
1756,Skogslyckevägen,vägen
1757,Hovås Intagsväg,vägen
1758,Askims Trappstig,other
1759,Gamla Särövägen,vägen
1760,Klåvavägen,vägen
1761,Lyckhemsvägen,vägen
1762,Hovås Graneråsväg,vägen
1763,Järkholmsliden,other
1764,Golfbacken,backen
1765,Bockhamnsvägen,vägen
1766,Sommargårdsvägen,vägen
1767,Hinderstigen,other
1768,Jans väg,vägen
1769,Askims Badväg,vägen
1770,Hultviksvägen,vägen
1771,Villavägen,vägen
1772,Hults Sörgårdsväg,vägen
1773,Banaliden,other
1774,Lyckevägen,vägen
1775,Dannemansvägen,vägen
1776,Askims Krokegårdsväg,vägen
1777,Askims Pixboväg,vägen
1778,Askims Jordhyttebacke,other
1779,Conrad Olssons väg,vägen
1780,Askims Nämndemansväg,vägen
1781,Askims Mabäcksväg,vägen
1782,Tornestigen,other
1783,Åsstigen,other
1784,Gjutebrunnsvägen,vägen
1785,Askims Stenlid,other
1786,Gjutegården,other
1787,Brännåsvägen,vägen
1788,Hägnegårdsvägen,vägen
1789,Båtstenarna,other
1790,Askims Skogsväg,vägen
1791,Ögärdesvägen,vägen
1792,Askims Fornborgsväg,vägen
1793,Askims Granstig,other
