,name,street_type
2668,Stadsvaktegatan,gatan
2669,Månsegårdsgatan,gatan
2670,Ängtegsgatan,gatan
2671,Utjordsgatan,gatan
2672,Trebackegatan,gatan
2673,Fjällbackagatan,gatan
2674,Ellösgatan,gatan
2675,Östra Sänkverksgatan,gatan
2676,Sänkverksgatan,gatan
2677,Klimatgatan,gatan
2678,Klaralidsvägen,vägen
2679,Mossbergsvägen,vägen
2680,Forsbäcksvägen,vägen
2681,Helgeredsvägen,vägen
2682,Isbergsvägen,vägen
2683,Skogsvägen,vägen
2684,Hagvägen,vägen
2685,Provbana,other
2686,Sjumilastigen,other
2687,Sjmilabacken,backen
2688,Daggdroppegatan,gatan
2689,Hjällboplatsen,other
2690,Synnerödsvägen,vägen
2691,Solvädersbyn,other
2692,Dimvädersgatan,gatan
2693,Skalbacksvägen,vägen
2694,Lyckhöjdsvägen,vägen
2695,Stenbacksvägen,vägen
2696,Stora Vettes väg,vägen
2697,Nykomsvägen,vägen
2698,Smällbärsvägen,vägen
2699,Asplyckevägen,vägen
2700,Allebyvägen,vägen
2701,Björlanda Strand,other
2702,Store Udds Väg,other
2703,Skogsviksvägen,vägen
2704,Nya Gärdets Väg,other
2705,Nya Bergets Väg,other
2706,Flygflottiljens Väg,other
2707,Fältflygarnas Väg,other
2708,Flyglottornas väg,vägen
2709,Lilla Oxhagens Väg,other
2710,Kvarnevigatan,gatan
2711,Kungsportsbron,other
2712,Basargatan,gatan
2713,Götabergsgatan,gatan
2714,Sven Hultins Gata,gatan
2715,Lilla Regementsvägen,vägen
2716,Doktor Wigardhs Gata,gatan
2717,Järntorgsgatan,gatan
2718,Majnabbegatan,gatan
2719,Kilsgatan,gatan
2720,Vassgatan,gatan
2721,Lilla Marieholmsgatan,gatan
2722,Emerentias Backe,other
2723,Kobbe lid,other
2724,Brandmansgatan,gatan
2725,Norra Vaktmansgatan,gatan
2726,Laboratorietrappan,other
2727,Sjöstjärnans Gränd,other
2728,Doktor Lehmanns Gångväg,vägen
2729,Lisebergsbron,other
2730,Getebergsledsbron,other
2731,Carl Gunérs väg,vägen
2732,Datavägen,vägen
2733,Askims Lillbackaväg,vägen
2734,Fruktgatan,gatan
2735,Blomstergatan,gatan
2736,Övre Rönnbärsstigen,other
2737,Södermansgatan,gatan
2738,Jakobshöjdsvägen,vägen
2739,Nya Älvegårdsvägen,vägen
2740,Skärvstensvägen,vägen
2741,Brunnsbotorget,torget
2742,Humoreskgatan,gatan
2743,Kåserigatan,gatan
2744,Dramatikgatan,gatan
2745,Memoargatan,gatan
2746,Balladgatan,gatan
2747,Litteraturgatan,gatan
2748,Sångspelsgatan,gatan
2749,Klassikergatan,gatan
2750,Författaregatan,gatan
2751,Anekdotgatan,gatan
2752,Norra Backavägen,vägen
2753,Andra Kvillängsvägen,vägen
2754,Vänskapsvägen,vägen
2755,Trollstigen,other
2756,Sankt Jörgens Väg,other
2757,Sankt Jörgens Port,other
2758,Lilla Glasmästargatan,gatan
2759,Glasmästareplatsen,other
2760,Gräddgatan,gatan
2761,Smörbacken,backen
2762,Kallebäcks Byväg,vägen
2763,Grönwallsgången,other
2764,Skårs Trappor,other
2765,Skårs Allé,other
2766,Fagerängsgatan,gatan
2767,Arbogagatan,gatan
2768,Dykarens gata,gatan
2769,Västra Sannegårdskajen,other
2770,Holländareplatsen,other
2771,Hornsgatan,gatan
2772,Arfvidssonsgatan,gatan
2773,Götaholmsgatan,gatan
2774,Skaragatan,gatan
2775,Treriksgatan,gatan
2776,Hjulmakaregatan,gatan
2777,Motgången,other
2778,Kastvindsgatan,gatan
2779,Stockholmsgatan,gatan
2780,Pölsebogatan,gatan
2781,Kölsträckningen,other
2782,Dalgången,other
2783,Åkerstigen,other
2784,Rosengången,other
2785,Syrengången,other
2786,Västra Malmgatan,gatan
2787,Hypotesgatan,gatan
2788,Närgången,other
2789,Hörselgången,other
2790,Teknikgatan,gatan
2791,Uppfinnaregatan,gatan
2792,Diagonalen,other
2793,Gamla Sörredsvägen,vägen
2794,Södra Låssbyvägen,vägen
2795,Låssbyvägen,vägen
2796,Stallberga,other
2797,Lurebackavägen,vägen
2798,Ambrosdalen,other
2799,Låssbylyckorna,other
2800,Skräddaregården,other
2801,Kvisljungeby,other
2802,Adolf Landströms Väg,other
2803,Bygårdsvägen,vägen
2804,Kvistvägen,vägen
2805,Ingridsberg,other
2806,Askesbyvägen,vägen
2807,Hagbergsvägen,vägen
2808,Lindesnäsvägen,vägen
2809,Öxnäsvägen,vägen
2810,Öxnäs Västergård,other
2811,Madkullavägen,vägen
2812,Öxnäs Kulleväg,vägen
2813,Bärby Nedergård,other
2814,Bärbyvägen,vägen
2815,Södra Bärbyvägen,vägen
2816,Bärby Bygdegårdsväg,vägen
2817,Bärby Herrgårdsväg,vägen
2818,Kalshedsvägen,vägen
2819,Kalsheds Sörgård,other
2820,Asmundtorpsvägen,vägen
2821,Skändlavägen,vägen
2822,Tuve kyrkväg,vägen
2823,Lilla Skändlavägen,vägen
2824,Asmundtorp Nedergård,other
2825,Skändla Sörgårdsväg,vägen
2826,Holmgärdesvägen,vägen
2827,Holmvägen,vägen
2828,Stora Holm Övningsväg,vägen
2829,Holmhagsvägen,vägen
2830,Björkebacksvägen,vägen
2831,Svärdslundsvägen,vägen
2832,Granhällsvägen,vägen
2833,Stora Holms Säteri,other
2834,Bergsgårdsvägen,vägen
2835,Tuve sörgård,other
2836,Hukevägen,vägen
2837,Jockeyvägen,vägen
2838,Skogomevägen,vägen
2839,Tuveliden,other
2840,Stenlyckan,other
2841,Solbergs Sörgårdsväg,vägen
2842,Halvegårdsvägen,vägen
2843,Köldgatan,gatan
2844,Jordbrukaregatan,gatan
2845,Korndalsvägen,vägen
2846,Delsjö Golfbaneväg,vägen
2847,Dammkärrsvägen,vägen
2848,Halsviksporten,other
2849,Kråkeberget,other
2850,Villabrovägen,vägen
2851,Furufjällsvägen,vägen
2852,Styrsö Tångenväg,vägen
2853,Furufjällsstigen,other
2854,Vindnäsvägen,vägen
2855,Båsenvägen,vägen
2856,Gamla Tångenvägen,vägen
2857,Valengången,other
2858,Styrsö Valenväg,vägen
2859,Västra Lakullen,other
2860,Östra Lakullen,other
2861,Styrsö Kungspark,other
2862,Kallbadsvägen,vägen
2863,Styrsö Braviksväg,vägen
2864,Braviks Huvud,other
2865,Braviksstrand,other
2866,Årrestigen,other
2867,Peter Silfverskiölds väg,vägen
2868,Arbores väg,vägen
2869,Svante Orells väg,vägen
2870,Sigrid Engströms backe,other
2871,Prästelyckan,other
2872,Lilla Byvägen,vägen
2873,Halsviksvägen,vägen
2874,Sörbryggorna,other
2875,Hjäleviken,other
2876,Bagarns Brygga,other
2877,Bagarns Väg,other
2878,Linkulavägen,vägen
2879,Marias Backe,other
2880,Buskärsgatan,gatan
2881,Skogstorpsgatan,gatan
2882,Rositas Gata,gatan
2883,Karl Strannes Gata,gatan
2884,Gamlebrunnsgatan,gatan
2885,Salterigatan,gatan
2886,Bratteråsgatan,gatan
2887,Bratteråsbacken,backen
2888,Gundla Mosse,other
2889,Tåvägen,vägen
2890,Idas Backe,other
2891,Kössö Bryggväg,vägen
2892,Hamnedalsvägen,vägen
2893,Strannevägen,vägen
2894,Smuttenvägen,vägen
2895,Västra Knarrholmsvägen,vägen
2896,Södra Knarrholmsvägen,vägen
2897,Gaterseredsvägen,vägen
2898,Spelmansgården,other
2899,Börjes väg,vägen
2900,C R Hanssons Väg,other
2901,Gatersered Sörgård,other
2902,Tråkärrsslättvägen,vägen
2903,Masthamnsgatan,gatan
2904,Tvärskedet,other
2905,Förländegatan,gatan
2906,Vallareleden,leden
2907,Lilla Luftvärnsvägen,vägen
2908,Krutstråket,other
2909,Kvibergs Bäckväg,vägen
2910,Luftvärnsvägen,vägen
2911,Kvibergsnäs Allé,other
2912,Marketenterivägen,vägen
2913,Krutvägen,vägen
2914,Strandängsledet,other
2915,Tumlehedsvägen,vägen
2916,Skeddalsvägen,vägen
2917,Skiljedalsvägen,vägen
2918,Kallebäcks Västergård,other
2919,Västra Långevattnet,other
2920,Bäckebolsvägen,vägen
2921,Cederflychts Gata,gatan
2922,Friedländers Gata,gatan
2923,Mårbackagatan,gatan
2924,Ekebygatan,gatan
2925,Körkarlens Gata,gatan
2926,Kavaljersgatan,gatan
2927,Gösta Berlings Gata,gatan
2928,Ejdergatan,gatan
2929,Skälltorpsvägen,vägen
2930,Tagenevägen,vägen
2931,Importgatan,gatan
2932,Backadalsgången,other
2933,Akkas Gata,gatan
2934,Nils Holgerssons Gata,gatan
2935,Jordfallsvägen,vägen
2936,Backeredsvägen,vägen
2937,Smedlyckan,other
2938,Ingela Gathenhielms gata,gatan
2939,Brottkärrsvägen,vägen
2940,Södra Särövägen,vägen
2941,Utvecklingsgatan,gatan
2942,Tankegången,other
2943,Insiktsgatan,gatan
2944,Sjupundsgatan,gatan
2945,Framgången,other
2946,Nedstigen,other
2947,Omgången,other
2948,Uppstigen,other
2949,Aniaragatan,gatan
2950,Barytongatan,gatan
2951,Tenorgatan,gatan
2952,Soprangatan,gatan
2953,Muskotgatan,gatan
2954,Träkilsgatan,gatan
2955,Dunfins Gata,gatan
2956,Selma Lagerlöfs Parkstråk,other
2957,Krokegårdsgatan,gatan
2958,Banehagsgatan,gatan
2959,Harry Martinsons Väg,other
2960,Banehagsliden,other
2961,A R Lorents gata,gatan
2962,Backadalsgatan,gatan
2963,Laghamragatan,gatan
2964,Nyhemsgatan,gatan
2965,Skogsängsvägen,vägen
2966,Enhemsgatan,gatan
2967,Gläntevägen,vägen
2968,Långhagsgatan,gatan
2969,Plockerotegatan,gatan
2970,Parkuddsgatan,gatan
2971,Gullhavregatan,gatan
2972,Halmgatan,gatan
2973,Högatan,gatan
2974,Gräsgatan,gatan
2975,Kvarnbergsgatan,gatan
2976,Hästhagestigen,other
2977,Frölunda Smedjegata,gatan
2978,Flisgatan,gatan
2979,Grevegårdens Kyrkväg,vägen
2980,Beryllgatan,gatan
2981,Krysolitvägen,vägen
2982,Kvartsvägen,vägen
2983,Smultronvägen,vägen
2984,Bergkristallparken,other
2985,Kastanjeallén,other
2986,Krusbärsvägen,vägen
2987,Opalgatan,gatan
2988,Lägatan,gatan
2989,Häradsdomarevägen,vägen
2990,Pappersmakaregatan,gatan
2991,Stora Kronogårdsgatan,gatan
2992,Bällsrogatan,gatan
2993,Lilla Bällskärsgatan,gatan
2994,Legendgatan,gatan
2995,Sonettgatan,gatan
2996,Poetgatan,gatan
2997,Nya Tingstadsgatan,gatan
2998,Östes Gata,gatan
2999,Västes Gata,gatan
3000,Apelsingatan,gatan
3001,Clementingatan,gatan
3002,Pomeransvägen,vägen
3003,Limevägen,vägen
3004,Bärnstensgatan,gatan
3005,Bergkristallsgatan,gatan
3006,Umbragången,other
3007,Umbragatan,gatan
3008,Blågatan,gatan
3009,Violettgatan,gatan
3010,Violettgången,other
3011,Rörviksgatan,gatan
3012,Indigogatan,gatan
3013,Blågången,other
3014,Spektrumsgatan,gatan
3015,Östra Palettgatan,gatan
3016,Västra Palettgatan,gatan
3017,Karmosingatan,gatan
3018,Purpurgången,other
3019,Cinnobergatan,gatan
3020,Gredelingatan,gatan
3021,Karmosingången,other
3022,Aveskärsgatan,gatan
3023,Lovartsgatan,gatan
3024,Mastgatan,gatan
3025,Riggatan,gatan
3026,Lejdaregatan,gatan
3027,Nyårsvägen,vägen
3028,Påfvenfeltsvägen,vägen
3029,Påvelundsgatan,gatan
3030,Trettondagsvägen,vägen
3031,Madbäcksvägen,vägen
3032,Pingstvägen,vägen
3033,Bogsprötsgatan,gatan
3034,Påskvägen,vägen
3035,Klyvarbomsgatan,gatan
3036,Lastrumsgatan,gatan
3037,Fredagstomten,other
3038,Lars Israel Wahlmans väg,vägen
3039,Mungårdsgatan,gatan
3040,Kalle Svensas Stig,other
3041,Sundkällevägen,vägen
3042,Hults bro,other
3043,Gubben Pistols Stig,other
3044,Almen,other
3045,Bele Nordins Väg,other
3046,Bror Carlssons Trappor,other
3047,Knipplekullen,other
3048,Dockbron,other
3049,Krysspricksvägen,vägen
3050,Bäckebolslyckan,other
3051,Bäckebolsängen,other
3052,Grinnekullegatan,gatan
3053,Brunnehagen,other
3054,Sjöbodsvägen,vägen
3055,Fyrtornsvägen,vägen
3056,Södra Fyrljusvägen,vägen
3057,Fyrbåksvägen,vägen
3058,Flintåsvägen,vägen
3059,Arosgatan,gatan
3060,Iskällareliden,other
3061,Sävidsbovägen,vägen
3062,Stenaredsvägen,vägen
3063,Planåsvägen,vägen
3064,Östra Andersgårdsgatan,gatan
3065,Byggmästaregatan,gatan
3066,Björkedalsgatan,gatan
3067,Södra Pingstliljegatan,gatan
3068,Piongatan,gatan
3069,Gnistängsmotet,motet
3070,Nya Varvsallén,other
3071,Västra Sjöslingan,other
3072,Kaktusvägen,vägen
3073,Blåeldsgatan,gatan
3074,Bergaredsvägen,vägen
3075,Haraldsgatan,gatan
3076,Arvid Wallgrens backe,other
3077,Albin Holms backe,other
3078,Änggårdsbacken,backen
3079,Hagelyckegatan,gatan
3080,Ovanskogsliden,other
3081,Ovanskogstrappan,other
3082,Lövhagegången,other
3083,Håkansdalsvägen,vägen
3084,Furubergsvägen,vägen
3085,Hinnebäcksgatan,gatan
3086,Arvesgärde,other
3087,Grönahögsvägen,vägen
3088,Snöripegatan,gatan
3089,Morkullegatan,gatan
3090,Orregatan,gatan
3091,Staregatan,gatan
3092,Havstrutgatan,gatan
3093,Talgoxegatan,gatan
3094,Björnbärsgatan,gatan
3095,Partihallsförbindelsen,other
3096,Esbjörns väg,vägen
3097,Härlanda Skogsväg,vägen
3098,Stekastigen,other
3099,Steken,other
3100,Lilla Stekens Väg,other
3101,Kronorättarens väg,vägen
3102,Ättehögsgatan,gatan
3103,Hjällbogärdet,other
3104,Välkommen,other
3105,Tallbacksvägen,vägen
3106,Sjögräsvägen,vägen
3107,Nolviks Kile,other
3108,Nolviks Äng,other
3109,Tåtåkersvägen,vägen
3110,Nordtångsvägen,vägen
3111,Trångelyckan,other
3112,Sätebergsvägen,vägen
3113,Rävkullestigen,other
3114,Sjömans väg,vägen
3115,Kallhedsnäsväg,vägen
3116,Vikhallsvägen,vägen
3117,Kippholmsvägen,vägen
3118,Beckasinsvägen,vägen
3119,Doppingegatan,gatan
3120,Sjätte Kvillängsvägen,vägen
3121,Femte Kvillängsvägen,vägen
3122,Fjärde Kvillängsvägen,vägen
3123,Tredje Kvillängsvägen,vägen
3124,Aklejavägen,vägen
3125,Lupinvägen,vägen
3126,Växthusvägen,vägen
3127,Tuvevallen,other
3128,Grimboåsen,other
3129,Mosslyckevägen,vägen
3130,Bengtstorpsstigen,other
3131,Färgeåsstigen,other
3132,Gullkragsgatan,gatan
3133,Nansensgatan,gatan
3134,Vitsippsgatan,gatan
3135,Ängskogsvägen,vägen
3136,Västra Tuvevägen,vägen
3137,Aröds Genväg,vägen
3138,Dungestigen,other
3139,Norumsbergsvägen,vägen
3140,Gamla Gunnestorpsvägen,vägen
3141,Grästuvevägen,vägen
3142,Gamla Lillhagsvägen,vägen
3143,Berghöjdsgatan,gatan
3144,Källehöjdsgatan,gatan
3145,Täljstensgatan,gatan
3146,Lillbacksgatan,gatan
3147,Vandtegsgatan,gatan
3148,Bergskogsgatan,gatan
3149,Ädelstensgatan,gatan
3150,Gneisgatan,gatan
3151,Brinkvägen,vägen
3152,Lilla Brinkvägen,vägen
3153,Galterövägen,vägen
3154,Fjällbo Park,other
3155,J A Pripps gata,gatan
3156,Rangströmsliden,other
3157,Per Olas Väg,other
3158,Bratteliden,other
3159,Gunnesby Koloniområde,other
3160,Älvlea,other
3161,Näsberget,other
3162,Skålviseredsvägen,vägen
3163,Gullövägen,vägen
3164,Åskekärrsvägen,vägen
3165,Västra Gullöslätten,other
3166,Hamburg Torp,other
3167,Bolstensvägen,vägen
3168,Tullare Hög,other
3169,Österhögsvägen,vägen
3170,Grimås Hög,other
3171,Lilla Torps Allé,other
3172,Gunnilse backaväg,vägen
3173,Gunnilse Granväg,vägen
3174,Smörvattnevägen,vägen
3175,Kroken,other
3176,Jeppestigen,other
3177,Södra Åreskiftet,other
3178,Sundtången,other
3179,Herrekroken,other
3180,Letsegårdsvägen,vägen
3181,Lindomevägen,vägen
3182,Angereds Kyrkväg,vägen
3183,Bäringsvägen,vägen
3184,Myrbovägen,vägen
3185,Andalen,other
3186,Barnmorskan Almas väg,vägen
3187,Diagnosvägen,vägen
3188,Åketorpsgatan,gatan
3189,Hagatorpsgatan,gatan
3190,Hedatorpsgatan,gatan
3191,Majtorpsgatan,gatan
3192,Söderhagsgatan,gatan
3193,Stora Mysternavägen,vägen
3194,Sabbatsvägen,vägen
3195,Gerrebackavägen,vägen
3196,Fölvägen,vägen
3197,Fuxvägen,vägen
3198,Russvägen,vägen
3199,Stora Tolsereds Väg,other
3200,Skimmelvägen,vägen
3201,Norra Stallbacksvägen,vägen
3202,Lillekärr Norra,other
3203,Böneredsgatan,gatan
3204,Skvaltkvarnsvägen,vägen
3205,Johannas Väg,other
3206,Janneliden,other
3207,Tolseredsravinen,other
3208,Svarvstensvägen,vägen
3209,Nordre älvs landvägsbro,other
3210,Norra Fyrljusvägen,vägen
3211,Fyrskensvägen,vägen
3212,Lysbojsvägen,vägen
3213,Liedstrandsgatan,gatan
3214,Runebergsgatan,gatan
3215,Pukegatan,gatan
3216,Vävstolsgatan,gatan
3217,Schéelegatan,gatan
3218,Alelundsgatan,gatan
3219,Tandåsgatan,gatan
3220,Apelgången,other
3221,Flyghamnsvägen,vägen
3222,Carlandersstigen,other
3223,Axel Romdahls Trappor,other
3224,Baron Rogers Gata,gatan
3225,Salsavägen,vägen
3226,Rumbavägen,vägen
3227,Tangovägen,vägen
3228,Rydqvistgatan,gatan
3229,Curt Weibulls Gångväg,vägen
3230,Taggsvansbacken,backen
3231,Rimsmedsgatan,gatan
3232,Folkvisegatan,gatan
3233,Prologgatan,gatan
3234,Monologgatan,gatan
3235,Gamla vägen,vägen
3236,Vrångö Bryggväg,vägen
3237,Småvalavägen,vägen
3238,Bergängen,other
3239,Grållekroksvägen,vägen
3240,Trebenavägen,vägen
3241,Tjärnvägen,vägen
3242,Mittviksvägen,vägen
3243,Vrångö Hamnväg,vägen
3244,Torpavallsgatan,gatan
3245,Östra Torpavägen,vägen
3246,Behandlingsvägen,vägen
3247,Krumeluren,other
3248,Hjuviks Bryggväg,vägen
3249,Björlanda Kyrkväg,vägen
3250,Hallerödsvägen,vägen
3251,Markurellgatan,gatan
3252,Guldmyntsgatan,gatan
3253,Marieholmsbron,other
3254,Hagbergsgatan,gatan
3255,Lövgärdesvägen,vägen
3256,Burgårdsstråket,other
3257,Lillkullegatan,gatan
3258,Sommarvädersgatan,gatan
3259,Sprängkullsgatan,gatan
3260,Syrhålavägen,vägen
3261,Fågleviksvägen,vägen
3262,Solhällsvägen,vägen
3263,Länsmansstigen,other
3264,Klaravägen,vägen
3265,Billdalsvägen,vägen
3266,Beväringsgatan,gatan
3267,Nymånegatan,gatan
3268,Timgatan,gatan
3269,Sekundgatan,gatan
3270,Minutgatan,gatan
3271,Sofierogatan,gatan
3272,Nedre Buråsliden,other
3273,Eddabacken,backen
3274,Lilla Björlandavägen,vägen
3275,Bymolnsgatan,gatan
3276,Toltorpsgatan,gatan
3277,Rönnbacken,backen
3278,Södra Bergsgårdsgärdet,other
3279,Gunnilsevägen,vägen
3280,Rusthållarebacken,backen
3281,Svartlavsvägen,vägen
3282,Brunstorps By,other
3283,Högagårdsvägen,vägen
3284,Säve Kyrkväg,vägen
3285,Svensbyvägen,vägen
3286,Brunstorps Byväg,vägen
3287,Brunstorpsvägen,vägen
3288,Brunstorps Hage,other
3289,Brunstorps Äng,other
3290,Gullringevägen,vägen
3291,Tofters Väg,other
3292,Gullringegård,other
3293,Kullens Väg,other
3294,Säve kyrkebyväg,vägen
3295,Fjälletvägen,vägen
3296,Brunstorpsdalen,other
3297,Nordslättsvägen,vägen
3298,Älvkullevägen,vägen
3299,Norra Nordslättsvägen,vägen
3300,Tornekullsvägen,vägen
3301,Nordängen,other
3302,Valvgången,other
3303,Gamla Allén,other
3304,Getebergsled,other
3305,Kallebäcksbron,other
3306,Doktor Spaaks Gångväg,vägen
3307,Heurlins Plats,other
3308,Gunvors Backe,other
3309,Grundsundsvägen,vägen
3310,Böttö Fyrs väg,vägen
3311,Pusterviksplatsen,other
3312,Kapellgången,other
3313,Ottos Väg,other
3314,Timmermansgatan,gatan
3315,Doktor Rosenbergs Gångväg,vägen
3316,Barometergatan,gatan
3317,Termometergatan,gatan
3318,Högtrycksgatan,gatan
3319,Lågtrycksgatan,gatan
3320,Lufttrycksgatan,gatan
3321,Risholmsvägen,vägen
3322,Måsholmsvägen,vägen
3323,Sandviksvägen,vägen
3324,Krossholmsvägen,vägen
3325,Nötöstigen,other
3326,Lilla Krossholmsvägen,vägen
3327,Ålefiskarns väg,vägen
3328,Långholmsvägen,vägen
3329,Kringelhamnen,other
3330,Gräslyckan,other
3331,Västerlyckan,other
3332,Fritjofsstigen,other
3333,Longitudvägen,vägen
3334,Klämman,other
3335,Skuteskärsvägen,vägen
3336,Elinsbergsstigen,other
3337,Hamnfyrsvägen,vägen
3338,Ankarljusvägen,vägen
3339,Styrljusvägen,vägen
3340,Sidojlusvägen,vägen
3341,Klippfyrsvägen,vägen
3342,Bifyrsvägen,vägen
3343,Ledfyrsvägen,vägen
3344,Kustfyrsvägen,vägen
3345,Blixtfyrsvägen,vägen
3346,Fyrskeppsvägen,vägen
3347,Långe Jans Väg,other
3348,Högby Fyrs Väg,other
3349,Malö Fyrs Väg,other
3350,Spårö Fyrs Väg,other
3351,Kullens Fyrs Väg,other
3352,Skagens Fyrs Väg,other
3353,Tärnö Fyrs Väg,other
3354,Stallbacken,backen
3355,Vikens Väg,other
3356,Vikbrovägen,vägen
3357,Hästeviks Strand,other
3358,Björkåsvägen,vägen
3359,Solberget,other
3360,Bergklevet,other
3361,Lilletummens Väg,other
3362,Lilletummens Backe,other
3363,Lilletummeliden,other
3364,Stenkleveliden,other
3365,Labodal,other
3366,Mosskullevägen,vägen
3367,Mosskullestigen,other
3368,Gabriels Lycka,other
3369,Trolldalsvägen,vägen
3370,Trollberget,other
3371,Sandenvägen,vägen
3372,Karholmsvägen,vägen
3373,Gamla Tingstadsgatan,gatan
3374,Brunnsparksbron,other
3375,Palacehusets personalbro,other
3376,Nordostpassagen,other
3377,Ebbe Lieberathsgatan,gatan
3378,Ensmärkesvägen,vägen
3379,Ensmärkesstigen,other
3380,Kupeskärsgatan,gatan
3381,Gårda Bron,other
3382,Tanneskärsgatan,gatan
3383,Vättnedalsvägen,vägen
3384,Tynneredsvägen,vägen
3385,Gråskärsgatan,gatan
3386,Backeskärsgatan,gatan
3387,Silleskärsgatan,gatan
3388,Lilla Önneredsvägen,vägen
3389,Klåveskärsgatan,gatan
3390,Juteskärsgatan,gatan
3391,Halleskärsgatan,gatan
3392,Ersåsgatan,gatan
3393,Hasslingegatan,gatan
3394,Enskärsgatan,gatan
3395,Dörjeskärsgatan,gatan
3396,Göta Älvsgatan,gatan
3397,Norra Fiskebäcksvägen,vägen
3398,Fjällglimmen,other
3399,Skeppet Ärans Väg,other
3400,Gunnaredsvallen,other
3401,Höglandsgatan,gatan
3402,Valhallagatan,gatan
3403,Ligårdsvägen,vägen
3404,Storåsstigen,other
3405,Bergsgårdsgärdet,other
3406,Eriksbo Västergärde,other
3407,Eriksbo Östergärde,other
3408,Handbollsvägen,vägen
3409,Rundbollsvägen,vägen
3410,Fotbollsvägen,vägen
3411,Bondegärdet,other
3412,Skrinnarvägen,vägen
3413,Torvhögsvägen,vägen
3414,Grepgatan,gatan
3415,Sankt Jörgens Allé,other
3416,Peppargatan,gatan
3417,Angeredsvinkeln,other
3418,Korsebergs Backe,other
3419,Rengatan,gatan
3420,Wirséns Väg,other
3421,Officersbacken,backen
3422,Fredrik Bloms Väg,other
3423,Siöstiernas Allé,other
3424,Idtjärnsgatan,gatan
3425,Hjortgatan,gatan
3426,Hammarkullegatan,gatan
3427,Hammarkulletorget,torget
3428,Gropens Gård,other
3429,Lilla Blomstigen,other
3430,Gunnaredsterassen,other
3431,Agnesbergsvägen,vägen
3432,Norra Röseredsvägen,vägen
3433,Titteridammstigen,other
3434,Förstamajgatan,gatan
3435,Albert Lorentssons väg,vägen
3436,Båtebacken,backen
3437,Bergums Nedregårdsväg,vägen
3438,Bergums Uppegårdsväg,vägen
3439,Fjällspiran,other
3440,Bergshöjden,other
3441,Spjällevägen,vägen
3442,Töttefällevägen,vägen
3443,Måkullevägen,vägen
3444,Västövägen,vägen
3445,Donsö Bryggväg,vägen
3446,Gunkällevägen,vägen
3447,Långehallsvägen,vägen
3448,Lurkenvägen,vägen
3449,Säveåns Strandgata,gatan
3450,Högenvägen,vägen
3451,Eric Börjessons väg,vägen
3452,Höstmånadsgatan,gatan
3453,Kortedala Idrottsväg,vägen
3454,Sandeslättsbacken,backen
3455,Titteridammsvägen,vägen
3456,Saffransgatan,gatan
3457,Hästhagen,other
3458,Bengta Hanssons väg,vägen
3459,Grindstugegränd,gränd
3460,Friggaplatsen,other
3461,Åkerigatan,gatan
3462,Hulanvägen,vägen
3463,Solgärdesvägen,vägen
3464,Askims Strandväg,vägen
3465,Rosenhöjdsvägen,vägen
3466,Riddarstigen,other
3467,Bokskogsbacken,backen
3468,Högaffelsgatan,gatan
3469,Skräddarns Väg,other
3470,Hjälmavägen,vägen
3471,Åseby Gård,other
3472,Knattens väg,vägen
3473,Nytorpsliden,other
3474,Äspekullen,other
3475,Trädetvägen,vägen
3476,Trimvägen,vägen
3477,Motionsvägen,vägen
3478,Friluftsvägen,vägen
3479,Vigörvägen,vägen
3480,Toppformsvägen,vägen
3481,Spänstvägen,vägen
3482,Rekreationsvägen,vägen
3483,Konditionsvägen,vägen
3484,Jannes äng,other
3485,Kamratgårdsvägen,vägen
3486,Friidrottens väg,vägen
3487,Blacktjärnsgatan,gatan
3488,Angereds Lastgata,gatan
3489,Orrekulla Industrigata,gatan
3490,Kroksjövägen,vägen
3491,Anneredsvägen,vägen
3492,Kärralundsgatan,gatan
3493,Anders Personsgatan,gatan
3494,Rosendalsgatan,gatan
3495,Kungagårdsängen,other
3496,Välteliden,other
3497,Hultsbrobacken,backen
3498,Förgätmigejgången,other
3499,Smörblommegången,other
3500,Backsippegången,other
3501,Tusenskönegången,other
3502,Gulsporregången,other
3503,Lyckestigen,other
3504,Gunnars väg,vägen
3505,Gulärlegången,other
3506,Rosenfinksgången,other
3507,Sävsparvsgången,other
3508,Rödstjärtsgången,other
3509,Kungsfågelsgången,other
3510,Flugsnapparegången,other
3511,Hortensiagången,other
3512,Blåklintsgången,other
3513,Ginstgången,other
3514,Azaleagången,other
3515,Penségången,other
3516,Campingvägen,vägen
3517,Lekvägen,vägen
3518,Björnhällsliden,other
3519,Exportgatan,gatan
3520,Lilla Lekullevägen,vägen
3521,Hyltegården,other
3522,Vidjestigen,other
3523,Häradsskrivarevägen,vägen
3524,Ringestensvägen,vägen
3525,Götgatan,gatan
3526,Fjäderharvsgatan,gatan
3527,Lilla Fjäderharvsgatan,gatan
3528,Angereds Torg,other
3529,Topasgatan,gatan
3530,Fridtunavägen,vägen
3531,Stötekärrsvägen,vägen
3532,Påskrisgatan,gatan
3533,Nolebrunnsgatan,gatan
3534,Björnåsgatan,gatan
3535,Hultbotjärn,other
3536,Bergknallen,other
3537,Hällstigen,other
3538,Trolltjärn,other
3539,Askims Furuväg,vägen
3540,Hällmarken,other
3541,Björnmossevägen,vägen
3542,Askims Svartmosseväg,vägen
3543,Grimmereds by,other
3544,Korsåsliden,other
3545,Skogens Gård,other
3546,Bottnevägen,vägen
