,street_names
1202,Falkgatan
1203,Ernst Kristenssons gata
1204,Brunkebergsgatan
1205,Lyckåsvägen
1206,Äsperedsgatan
1207,Lilla Holmen
1208,Stora Holmen
1209,Äspereds Skogsväg
1210,Vippärtsvägen
1211,Väderutsikten
1212,Ruskvädersgatan
1213,Åskvädersgatan
1214,Hagelvädersgatan
1215,Bensinvägen
1216,Tankgatan
1217,Hults gata
1218,Askims Sörgårdsväg
1219,Askims Sävstig
1220,Stockåkersvägen
1221,Askims Hovslagareväg
1222,Askims Ängåsstig
1223,Askims Kyrkåsväg
1224,Askims Ängsväg
1225,Solliden
1226,Lekullevägen
1227,Hovås Ekorrstig
1228,Hovås Bronsåldersväg
1229,Golfbanevägen
1230,Gärdesvägen
1231,Kålgården
1232,Hedens väg
1233,Hedens äng
1234,Långefjällsgatan
1235,Geteryggsgatan
1236,Gamla Boråsvägen
1237,Sågspånsgatan
1238,Kutterspånsgatan
1239,Hyvelspånsgatan
1240,Barkspadesgatan
1241,Hyvlaregatan
1242,Björkekärrsgatan
1243,Kärnvedsgatan
1244,Törvedsgatan
1245,Splintvedsgatan
1246,Studiegången
1247,Rödvedsgatan
1248,Helgdagsgatan
1249,Tisdagsgatan
1250,Onsdagsgatan
1251,Fastlagsgatan
1252,Malmsjögatan
1253,Kullagergatan
1254,Brahegatan
1255,Östra Midvintersgatan
1256,Lördagsgatan
1257,Larsmässetorg
1258,Lärjehedsvägen
1259,Nedre Hjällbogärdet
1260,Nylösegatan
1261,Måns Bryntessonsgatan
1262,Ryttaregatan
1263,Ambrosiusgatan
1264,Trojenborgsplatsen
1265,Björkrisvägen
1266,Håbergsgatan
1267,Gökevägen
1268,Haletorpsvägen
1269,Bergkantsvägen
1270,Oxögedal
1271,Oxerödsgatan
1272,Wadköpingsgatan
1273,Blendas Gata
1274,Jacobs Gata
1275,Prosten Ahlbergs Gata
1276,Sunnerviksgatan
1277,Gegerfeltsgatan
1278,Vadstenagatan
1279,Almstrandsgatan
1280,Spantgatan
1281,Skeppsbyggaregatan
1282,Julias Gata
1283,Hjalmar Bergmans Gata
1284,Katjas Gata
1285,Backa Strandgata
1286,Rektor Rödings Gata
1287,Ljungängsbacken
1288,Skänningegatan
1289,Toredalsgatan
1290,Munkedalsgatan
1291,Tegskiftesgatan
1292,Strömstadgatan
1293,Östra Skärvallsgatan
1294,Furåsen
1295,Hönekullegatan
1296,Ängsmaden
1297,Älingebäcksvägen
1298,Dockeredsbacken
1299,Dockeredsvägen
1300,Torsgatan
1301,Trollhättegatan
1302,Lilla Klädpressaregatan
1303,Hållstamsvägen
1304,Granitvägen
1305,Askims Myrstig
1306,Kobbehallsvägen
1307,Stenlavsvägen
1308,Askims Röseväg
1309,Bergtallsvägen
1310,Askims Stenblocksväg
1311,Alstigen
1312,Högabergsvägen
1313,Askims Urbergsväg
1314,Askims Jättegrytsväg
1315,Trollåsvägen
1316,Askims Utsiktsväg
1317,Bergstigen
1318,Stenstigen
1319,Myrbäcksvägen
1320,Kläppestigen
1321,Mystastigen
1322,Övre Hägnavägen
1323,Otterbäcksvägen
1324,Nedre Hägnavägen
1325,Askims Skytteväg
1326,Askims Kvarnfallsväg
1327,Askims Silverkälla
1328,Askims Högalid
1329,Lerduvevägen
1330,Lerduveslingan
1331,Kvarnliden
1332,Skalldalsvägen
1333,Skallgången
1334,Jaktlyckan
1335,Hovås Jägareväg
1336,Lilla Hovåsvägen
1337,Hovås Oxledsväg
1338,Östra Kopparkärrsvägen
1339,Hovås Liljestig
1340,Hovås Videörtsstig
1341,Hovås Vårlöksstig
1342,Hovås Starrstig
1343,Hovås Näckrosstig
1344,Hovås Kärrviolsstig
1345,Hovås Pilbladsstig
1346,Hovås Kaveldunsstig
1347,Hovås Kabbelekastig
1348,Västra Kopparkärrsvägen
1349,Årekärrsvägen
1350,Oxforan
1351,Hovås Enebärsgång
1352,Hovås Kråkbärsgång
1353,Hovås Nypongång
1354,Hovås Odongång
1355,Hovås Oxbärsgång
1356,Hovås Slånbärsgång
1357,Hovås Åkerbärsgång
1358,Hovås Tranbärsgång
1359,Hovås Snöbärsväg
1360,Uggleåsvägen
1361,Billdals Kyrkogårdsväg
1362,Augustas väg
1363,Ambjörnhagsvägen
1364,Norra Lyckekärrsvägen
1365,Billdals Kyrkväg
1366,Säröbanan
1367,Knektebacken
1368,Eklidsvägen
1369,Kapten Klintons väg
1370,Billdals Stationsväg
1371,Knut Marks Väg
1372,Johanneshusvägen
1373,Hallekullevägen
1374,Bassåsvägen
1375,Sandåsen
1376,Bäckslingan
1377,Vidsundsvägen
1378,Kofferdalsvägen
1379,Knapehall
1380,Sisjö Kullegata
1381,Knapegårdsvägen
1382,Ekonomivägen
1383,Nergårdsvägen
1384,Stockåkersplan
1385,Hultsbrovägen
1386,Tallboängen
1387,Ryetvägen
1388,Rävstigen
1389,Hovås Lingonstig
1390,Hovås Grävlingestig
1391,Hovås Vassgång
1392,Lövviksvägen
1393,Klåva Gårdsväg
1394,Hovås Herrgårdsväg
1395,Hovås Sandkulleväg
1396,Söndrevägen
1397,Hovås Bautastensväg
1398,Höjdvägen
1399,Ryttarstigen
1400,Kedjestigen
1401,Granlidsvägen
1402,Golfstigen
1403,Wendels väg
1404,Doktorsvägen
1405,Hovås Ekåsväg
1406,Smedvägen
1407,Hovås Bäckastig
1408,Fotspårsvägen
1409,Sjövägen
1410,Skålgropsvägen
1411,Solhjulsvägen
1412,Hovås Arkitektväg
1413,Hovås Klintväg
1414,Hovås Fasanstig
1415,Linkuladalen
1416,Övre Hövik
1417,Nedre Hövik
1418,Styrsö Sandviksbacke
1419,Utterviksvägen
1420,Lunnevägen
1421,Sörängen
1422,Ekudden
1423,Brattenvägen
1424,Skäretvägen
1425,Styrsöbron
1426,Stora Ängen
1427,Halsviksängen
1428,Amneviksvägen
1429,Kolkärrsvägen
1430,Styrsö Hamnväg
1431,Långes gata
1432,Brattenskogen
1433,Madvägen
1434,Småskärsvägen
1435,Nordatlanten
1436,Indiska Oceanen
1437,Nordsjön
1438,Kattegatt
1439,Skagerack
1440,Karl IX:s väg
1441,Ceresgatan
1442,Sannegårdsgatan
1443,Gyssebergsvägen
1444,Gålebergsvägen
1445,Kvisteviksvägen
1446,Korshamnsvägen
1447,Skutviksvägen
1448,Tjärtoftevägen
1449,Körevägen
1450,Hålvägen
1451,Stuphålevägen
1452,Asperö Kajväg
1453,Fyra Uddars Väg
1454,Asperö brygga
1455,Källdalsvägen
1456,Asperö Byväg
1457,Tångebergsvägen
1458,Doktor Bondesons gata
1459,Doktor Billqvists gata
1460,Christina Nilssons Gata
1461,Vikingsgatan
1462,Norra Sjöfarten
1463,Lilla Badhusgatan
1464,Oskarsgatan
1465,Spannlandsgatan
1466,Orgelgatan
1467,Basungatan
1468,Purpurgatan
1469,Rödgatan
1470,Brungatan
1471,Hagkroksvägen
1472,Klubbvägen
1473,Landalabergen
1474,Arendals Allé
1475,Galileis Gata
1476,Gärdsås Torg
1477,Galaxgatan
1478,Norrskensgatan
1479,Merkuriusgatan
1480,Tellusgatan
1481,Rymdtorget
1482,Kvadrantgatan
1483,Sockerbagaregatan
1484,Perukmakaregatan
1485,Ungmästaregatan
1486,Drällvävaregatan
1487,Remsnidaregatan
1488,Olsmässogatan
1489,Barefjällsgatan
1490,Valborgsmässogatan
1491,Burskapsgatan
1492,Tornväktaregatan
1493,Snörmakaregatan
1494,Persmässogatan
1495,Tenngjutaregatan
1496,Fjällbogatan
1497,Skorstensfejaregatan
1498,Sadelmakaregatan
1499,Grovsmedsgatan
1500,Bokbindaregatan
1501,Hattmakaregatan
1502,Sporrmakaregatan
1503,Svärdfejaregatan
1504,Klensmedsgatan
1505,Konstförvantsgatan
1506,Herman Jonssonsgatan
1507,Gelbgjutaregatan
1508,Hovsmedsgatan
1509,Österhedsgatan
1510,Hindersmässogatan
1511,Lärlingsgatan
1512,Gesällgatan
1513,Ungbrodersgatan
1514,Urmakaregatan
1515,Gillegatan
1516,Hansebräckavägen
1517,Björnbacken
1518,Radiomastgatan
1519,Ettrörsgatan
1520,Tvårörsgatan
1521,Trerörsgatan
1522,Fyrarörsgatan
1523,Femrörsgatan
1524,Åttarörsgatan
1525,Sjurörsgatan
1526,Sexrörsgatan
1527,Radargatan
1528,Järnbrotts Prästväg
1529,Frölunda Kyrkogata
1530,Södra Dragspelsgatan
1531,Kortdistansgatan
1532,Relägatan
1533,Flygradiogatan
1534,Jordledningsgatan
1535,Sändaregatan
1536,Mottagaregatan
1537,Kristallgatan
1538,Hörlursgatan
1539,Förstärkaregatan
1540,Högtalaregatan
1541,Mikrofongatan
1542,Modulatorsgatan
1543,Televisionsgatan
1544,Transistorgatan
1545,Nymilsgatan
1546,Svängrumsgatan
1547,Orkestergatan
1548,Saxofongatan
1549,Klarinettgatan
1550,Kaverös Äng
1551,Fiolgatan
1552,Gitarrgatan
1553,Valthornsgatan
1554,Speldosegatan
1555,Munspelsgatan
1556,Säckpipegatan
1557,Kontrabasgatan
1558,Altfiolgatan
1559,Klangfärgsgatan
1560,Kavåsvägen
1561,Anna Östvägen
1562,Vårstigen
1563,Ingegärdsvägen
1564,Stångebergsvägen
1565,Pinnmovägen
1566,Lonsegårdsvägen
1567,Krokelyckan
1568,Uppegårdsvägen
1569,Trollvägen
1570,Vretstigen
1571,Uppegårdsliden
1572,Getstigen
1573,Klyfteråsvägen
1574,Södra Sjöslingan
1575,Lilliegatan
1576,Överstegatan
1577,Lilla Kärralundsgatan
1578,Skårs led
1579,Blekeslänten
1580,Prebendegatan
1581,Flygaregatan
1582,Vårbroddsgatan
1583,Estlandsgatan
1584,Finlandsgatan
1585,Hullgatan
1586,Corneliusgatan
1587,Londongatan
1588,Bronsfatsgatan
1589,Bronslursgatan
1590,Bronsyxegatan
1591,Torkelsgatan
1592,Pärlstickaregatan
1593,Stenströmsgatan
1594,Modellörsgatan
1595,Bågskyttestigen
1596,Änggårdsgatan
1597,Kroppåsstigen
1598,Storängsgatan
1599,Fyradalersgatan
1600,Solbänksgatan
1601,E A Rosengrens gata
1602,Bäckedalsvägen
1603,Hörnvägen
1604,Bäcktuvevägen
1605,August Strindbergs gångväg
1606,Skogshagestigen
1607,Korpbergsstigen
1608,Frans Perssons väg
1609,Morotsgången
1610,Spenatgången
1611,Salladsgången
1612,Odlingsgången
1613,Sparrisgången
1614,Grönkålsgången
1615,Långedragsvägen
1616,Hovås Allé
1617,Hultavägen
1618,Majnabbehamnen
1619,Spår 8
1620,Orrspelsgatan
1621,Fredriksdalsgatan
1622,Lilleby Hamnväg
1623,Ramnebacken
1624,Eliebergsvägen
1625,Lindåkravägen
1626,Hålskogsgatan
1627,Vattentornsgatan
1628,Ella Gybergs väg
1629,Brottkärrs Byväg
1630,Matildehemsvägen
1631,Västergårdsvägen
1632,Doteviksvägen
1633,Östra Grinnekärrsvägen
1634,Grinnekärrsvägen
1635,Norra Grinnekärrsvägen
1636,Annorlundavägen
1637,Havsklinten
1638,Ingalundavägen
1639,Järkholmsvägen
1640,Lindåsvägen
1641,Billdals Lindgång
1642,Billdals Björkväg
1643,Billdals Almväg
1644,Billdals Pilgång
1645,Billdals Kastanjegång
1646,Billdals Lärkträdsväg
1647,Billdals Apelgång
1648,Billdals Rönnväg
1649,Billdals Aspväg
1650,Billdals Hasselväg
1651,Lövskogsåsen
1652,Krogabäcksvägen
1653,Tättingegatan
1654,Näktergalsgatan
1655,Kungsstensmotet
1656,Drottningtorget
1657,Konvaljegatan
1658,Tjärblomsgatan
1659,Halmstadgatan
1660,Rävsalsgatan
1661,Putsegårdsgatan
1662,Norra Sälöfjordsgatan
1663,Älvefjordsgatan
1664,Källöfjordsgatan
1665,Rivöfjordsgatan
1666,Lilla Rivöfjordsgatan
1667,Hakefjordsgatan
1668,Mandelblomsgatan
1669,Nordmarksgatan
1670,Gökropsgatan
1671,Kölnåsgatan
1672,Hällkistegatan
1673,Kvarnhålegatan
1674,Norrviksgatan
1675,Södra Sälöfjordsgatan
1676,Vårvindsgatan
1677,Vårflodsgatan
1678,Schalinsgatan
1679,Långåkersgatan
1680,Liegatan
1681,Höbärgningsgatan
1682,Storstensvägen
1683,Enrisvägen
1684,Rydholmsgatan
1685,Alevägen
1686,Enskiftesgatan
1687,Edvard Rodhes väg
1688,Västra Bräckevägen
1689,Diakonissgatan
1690,Södra Vårvindsgatan
1691,Diakonivägen
1692,Bräcke Västergårds väg
1693,Ullmansgatan
1694,Lundbygatan
1695,Inägogatan
1696,Lilla inägogatan
1697,Gamla Lundbygatan
1698,Celsiusgatan
1699,Östra Eriksbergsgatan
1700,Kolhamnsgatan
1701,Nordreviksvägen
1702,Valebergsvägen
1703,Vågnedalsvägen
1704,Lindebovägen
1705,Sjöbackevägen
1706,Sjöbacken
1707,Billdals Häggväg
1708,Mellanbergsvägen
1709,Häcklevägen
1710,Billdals Sommarväg
1711,Lantmätaregatan
1712,Vårlöksgatan
1713,Smörbollsgatan
1714,Lyckekärrsvägen
1715,Hedens backe
1716,Furuhälls väg
1717,Idas väg
1718,Elvira Samuelssons Väg
1719,Nybonns väg
1720,Kopparåsvägen
1721,Kopparåsen
1722,Gunborgavägen
1723,Billdals Hagenväg
1724,Lesikavägen
1725,Svindalsvägen
1726,Rörflatsvägen
1727,Harstigen
1728,Hästebäcksvägen
1729,Klevevägen
1730,Billdals Storegårdsväg
1731,Letsegårdsstigen
1732,Äsebackevägen
1733,Lilla Skintebovägen
1734,Gullyckevägen
1735,Kruniusvägen
1736,Johanneshus
1737,Åsdammsvägen
1738,Holkebacken
1739,Åsberget
1740,Nyängsvägen
1741,Grindvägen
1742,Bredängen
1743,Åsbacken
1744,Humlekärrsvägen
1745,Hovås Oxsjöväg
1746,Hovås Hagstig
1747,Amundövik
1748,Arvid Lignells Väg
1749,Nylänningen
1750,Sösbacken
1751,Brända Berget
1752,Brottkärrs Tennisväg
1753,Brännemysten
1754,Charles väg
1755,Hovås Enebacke
1756,Skogslyckevägen
1757,Hovås Intagsväg
1758,Askims Trappstig
1759,Gamla Särövägen
1760,Klåvavägen
1761,Lyckhemsvägen
1762,Hovås Graneråsväg
1763,Järkholmsliden
1764,Golfbacken
1765,Bockhamnsvägen
1766,Sommargårdsvägen
1767,Hinderstigen
1768,Jans väg
1769,Askims Badväg
1770,Hultviksvägen
1771,Villavägen
1772,Hults Sörgårdsväg
1773,Banaliden
1774,Lyckevägen
1775,Dannemansvägen
1776,Askims Krokegårdsväg
1777,Askims Pixboväg
1778,Askims Jordhyttebacke
1779,Conrad Olssons väg
1780,Askims Nämndemansväg
1781,Askims Mabäcksväg
1782,Tornestigen
1783,Åsstigen
1784,Gjutebrunnsvägen
1785,Askims Stenlid
1786,Gjutegården
1787,Brännåsvägen
1788,Hägnegårdsvägen
1789,Båtstenarna
1790,Askims Skogsväg
1791,Ögärdesvägen
1792,Askims Fornborgsväg
1793,Askims Granstig
1794,Triangelstigen
1795,Askims Uggleväg
1796,Rågångstigen
1797,Solarvsplan
1798,Askåkersplan
1799,Stomvägen
1800,Kullstigen
1801,Kyrkliden
1802,Carl Gunérs backe
1803,Askims Backaväg
1804,Askims Övergårdsväg
1805,Trädesgatan
1806,Knapegatan
1807,Skiftesgatan
1808,Östra Sannegårdskajen
1809,Ångaren Ediths Gata
1810,Ångaren Ernas Gata
1811,Ångaren Indias Gata
1812,Barken Storegrunds Gata
1813,Barken Beatrices Gata
1814,Nordviksgatan
1815,Skålmekärrsvägen
1816,Delsjönässtigen
1817,Gåsmossen
1818,Alprosen
1819,Lilla Idtjärnsgatan
1820,Bergums Kyrkväg
1821,Björsbovägen
1822,Rotenvägen
1823,Björsjöås Gård
1824,Skärsjölundsvägen
1825,Måhultsvägen
1826,Trollsjövägen
1827,Björkhällan
1828,Hyltevägen
1829,Pilegården
1830,Pumpgatan
1831,Prästkragsgatan
1832,Nattviolsgatan
1833,Aringsgatan
1834,Åbohusgatan
1835,Örtagårdsgatan
1836,Kohagsgatan
1837,Motorgatan
1838,Kvillebäcksvägen
1839,Östra Magårdsvägen
1840,Godemansgatan
1841,Villa Parkudden
1842,Lindåsstråket
1843,Lindåshedens Skogsväg
1844,Billdals Vårväg
1845,Lilla Mellanbergsvägen
1846,Lovisa Ströms väg
1847,Billdals Badväg
1848,Killingsholmen
1849,Askims Industriväg
1850,Ängholmen
1851,Regattagatan
1852,Västerhavsvägen
1853,Rodergatan
1854,Babordsgatan
1855,Pejlingsgatan
1856,Styrbordsgatan
1857,Talattagatan
1858,Austvägen
1859,Solhöjdsgränd
1860,Torpedgatan
1861,Försvarsgatan
1862,Väbelgatan
1863,Skonertgatan
1864,Skogsrydsgatan
1865,Fullriggaregatan
1866,Blodboksgatan
1867,Hängbjörksgatan
1868,Cedergatan
1869,Kostergatan
1870,Slupgatan
1871,Hästeviksgatan
1872,Tjädergatan
1873,Fortgatan
1874,Palmsundsgatan
1875,Kolmodins väg
1876,Galärgatan
1877,Tapphusvägen
1878,Södra Sjöfarten
1879,Gösta Fraenkels Väg
1880,Kolhyvarestigen
1881,Cypressgatan
1882,Valnötsgatan
1883,Poppelgatan
1884,Eckragatan
1885,Ubåtsgatan
1886,Käringbergsgatan
1887,Brantgatan
1888,Patrullgatan
1889,Kuttergatan
1890,Koggegatan
1891,Jullestigen
1892,Dingegatan
1893,Stävgatan
1894,August Barks gata
1895,August Barks Gata
1896,Aron Jonasons Gångväg
1897,Albert Ehrensvärds Gångväg
1898,Nathalia Ahlströms Gångväg
1899,Vasa Kyrkoplan
1900,Lillebyvägen
1901,Slättgärdsgatan
1902,Rörmyren
1903,Stubbeledsgatan
1904,Sollidsgatan
1905,Delfingatan
1906,Svalebogatan
1907,Späckhuggaregatan
1908,Örtugsgatan
1909,Otto Elanders Gata
1910,Kronogårdsvägen
1911,Åseby Västergård
1912,Åseby Östergård
1913,Östra Bärmeråsvägen
1914,Västra Bärmeråsvägen
1915,Kronogårdslyckan
1916,Västra Kronogårdsvägen
1917,Bufjällsleden
1918,Hugo Grauers Gata
1919,Vera Sandbergs Allé
1920,Arvid Hedvalls Backe
1921,Olgas trappor
1922,Sappörgatan
1923,Fältskärsgatan
1924,Taptogatan
1925,Tuvgatan
1926,Norra Rosenbergsgatan
1927,Södra Rosenbergsgatan
1928,Valltrappsgatan
1929,Logistikvägen
1930,Slättgatan
1931,Enegatan
1932,Lilla Cedergatan
1933,Motorbåtsgatan
1934,Livbåtsgatan
1935,Roddbåtsgatan
1936,Småbåtsgatan
1937,Galeasgatan
1938,Toredammen
1939,Koppargatan
1940,Mässingsgatan
1941,Bronsgatan
1942,Malmgatan
1943,Silvergatan
1944,Platinagatan
1945,Sven Källfelts Gata
1946,Stallegårdsvägen
1947,Billingegatan
1948,Grotteparksvägen
1949,Sheldons Väg
1950,Stjärnbåtsgatan
1951,Starbåtsgatan
1952,Mårdgatan
1953,Bävergatan
1954,Uttergatan
1955,Hermelingatan
1956,Sobelgatan
1957,Illergatan
1958,Hagens Stationsväg
1959,Logatan
1960,Rådjursgatan
1961,Bisamgatan
1962,Hagens Kapellväg
1963,Hagens Prästväg
1964,Killingegången
1965,Minkgatan
1966,Nerzgatan
1967,Hästeviksgången
1968,Kaningatan
1969,Fregattgatan
1970,Korvettgatan
1971,Lilla Skonertgatan
1972,Västra Palmgrensgatan
1973,Tandkullegatan
1974,Hinsholmsgatan
1975,Mogatan
1976,Atlandsgatan
1977,Kvillestråket
1978,Törnrosgatan
1979,Silltrutgatan
1980,Brevduvegatan
1981,Moripegatan
1982,Trastgatan
1983,Blåhakegatan
1984,Lomgatan
1985,Lyrfågelgatan
1986,Östra Palmgrensgatan
1987,Tärngatan
1988,Måsgatan
1989,Domherregatan
1990,Vipgatan
1991,Ljungdalsgatan
1992,Hängpilsgatan
1993,Redebacken
1994,Rönngatan
1995,Hasselgatan
1996,Algatan
1997,Oxelgatan
1998,Aspgatan
1999,Osbergsgatan
2000,Fältgatan
2001,Fridlandsgatan
2002,Sydlandsgatan
2003,Johannelundsgatan
2004,Bygatan
2005,Övre Bygatan
2006,Lindgatan
2007,Bergsbogatan
2008,Stigvägen
2009,Hinsholmens Bryggväg
2010,Blåmusslegatan
2011,Ostrongatan
2012,Pärlmusslegatan
2013,Skonaren Ingos Gata
2014,Ringösvängen
2015,Södra frihamnspiren
2016,Traneredsparken
2017,Lerumsvägen
2018,Silvermyntsgatan
2019,Kopparmyntsgatan
2020,Sikelgatan
2021,Vaktmansgatan
2022,Svetsaregatan
2023,Dollargatan
2024,Sterlingsgatan
2025,Alice Bonthornsgatan
2026,Ostindiefararen
2027,Östra Dockpiren
2028,Maskingatan
2029,Styrfarten
2030,Pollaregatan
2031,Manövergången
2032,Volvogatan
2033,Stapelbädden
2034,Jyllandsgatan
2035,Ödmansgatan
2036,Sörhallsgatan
2037,Bautastensgatan
2038,Köpenhamnsgatan
2039,Draggensgatan
2040,Kronotorpsgatan
2041,Århusgatan
2042,Oslogatan
2043,Trondheimsgatan
2044,Norska Gatan
2045,Tönsbergsgatan
2046,Utmarksgatan
2047,Skagengatan
2048,Lilla Solstrålegatan
2049,Astris Gata
2050,Maj på Malös Gata
2051,Rönnerdahls Gata
2052,Carmencitas Gata
2053,Huldas Karins Gata
2054,Flemingsgatan
2055,Visthusgatan
2056,Arlagången
2057,Särlagången
2058,Ekhagen
2059,Kaprifolievägen
2060,Sommersgatan
2061,Stenåldersvägen
2062,Smala Vägen
2063,Fornminnesvägen
2064,Stamrotesvägen
2065,Öarna
2066,Biskopsgatan
2067,Toriniusgatan
2068,Lambergsgatan
2069,Sockenvägen
2070,Västanvindsgatan
2071,Östanvindsgatan
2072,Sunnanvindsgatan
2073,Guldpokalsgatan
2074,Lilla Skogsrydsgatan
2075,Lönngatan
2076,Läktaregatan
2077,Ostindiegatan
2078,Forthamnsvägen
2079,Kanotgatan
2080,Tallstigen
2081,Kärrsmossegatan
2082,Lerlyckegatan
2083,Äppelgatan
2084,Frostgatan
2085,Pärongatan
2086,Midsommargatan
2087,Vårgatan
2088,Överås Parkväg
2089,Jättegrytsgatan
2090,Jakobsdalsgatan
2091,Laboratoriegatan
2092,Pipblåsaregatan
2093,Påskbergsgatan
2094,Kronhjortsgatan
2095,Topeliusgatan
2096,Karlfeldtsgatan
2097,Betaniagatan
2098,Örgryte Stomgata
2099,Årbogatan
2100,Trumpetaregränd
2101,Hagmarksgatan
2102,Rönnbärsstigen
2103,Övre Pipblåsaregatan
2104,Södra Tandåsgatan
2105,Anneholmsgatan
2106,Tandåsplatsen
2107,Hemstigen
2108,Grönstensvägen
2109,Gulsparvsgatan
2110,Stenskvättegatan
2111,Hackspettsgatan
2112,Snöskategatan
2113,Bofinksgatan
2114,Pilfinksgatan
2115,Egmontsgatan
2116,Storagårdsgatan
2117,Fredrika Bremersgatan
2118,Kärrhöksgatan
2119,Sigtunagatan
2120,Runiusgatan
2121,Böstigen
2122,Stötgatan
2123,Nonnensgatan
2124,Carl Larssonsgatan
2125,Daltorpsgatan
2126,Herrgårdsgatan
2127,Rättaregången
2128,Valåsgatan
2129,Lunnatorpsgatan
2130,Skogshyddegatan
2131,Barrskogsgatan
2132,Lilla Danska Vägen
2133,Sventorpsliden
2134,Barrskogsgränd
2135,Trestegsgatan
2136,Häcklöparegatan
2137,Stavhopparegatan
2138,Femkampsgatan
2139,Hökegatan
2140,Borgaregatan
2141,Bondegatan
2142,Olskroksgatan
2143,Ängsvaktaregatan
2144,Poppelmansgatan
2145,Ribbingsgatan
2146,Tågmästaregatan
2147,Kålltorpsgatan
2148,Assessorsgatan
2149,Lokföraregatan
2150,Spelmansplatsen
2151,Balsamingatan
2152,Vallmogatan
2153,Munkebäcksgatan
2154,Ärenprisgatan
2155,Resedagatan
2156,Landerigatan
2157,Svangatan
2158,Sävenäsgatan
2159,Kaflegatan
2160,Strömsgatan
2161,Stenbacken
2162,Fåfängegatan
2163,Tomtebacksgatan
2164,Sulitelmagatan
2165,Storhöjdsgatan
2166,Kobergsgatan
2167,Kransen
2168,Wahlbergsgatan
2169,Vidkärrsgatan
2170,Morängatan
2171,Rådmansgatan
2172,Vidkärrsstigen
2173,Borgmästaregatan
2174,Nordåsgatan
2175,Strömmensbergsstigen
2176,Jonseredsgatan
2177,Löparegatan
2178,Idrottsgatan
2179,Kungälvsgatan
2180,Övre Olskroksgatan
2181,Örngatan
2182,Mintensgatan
2183,Jenny Lindsgatan
2184,Wrangelsgatan
2185,Kemivägen
2186,Karlagatan
2187,Slätten
2188,Ingeborgsgatan
2189,Lilla Karlagatan
2190,Stukelyckan
2191,Högalyckan
2192,Bergsträdgården
2193,Platågatan
2194,Hebegatan
2195,Vävskedsgatan
2196,Ulfsparregatan
2197,Snoilskygatan
2198,Bågevägen
2199,Lundehagsgatan
2200,Villagången
2201,Skatåsvägen
2202,A E Holmbergs gata
2203,Strängnäsgatan
2204,Lindrothsgatan
2205,A C Lindblads gata
2206,Hugo Hammars gata
2207,Tredjedalsgatan
2208,Kung Sverres gata
2209,Sankt Olofsgatan
2210,Kung Håkons gata
2211,Toremossegatan
2212,Mossbacken
2213,Hemmansägaregatan
2214,Tresnipsgatan
2215,Trättebäcksliden
2216,Älvsysselgatan
2217,Hedebygatan
2218,Holmgårdsgatan
2219,Knektdalsgatan
2220,Snorregatan
2221,Vikbogatan
2222,Krabbeliderna
2223,Rödalidsvägen
2224,Enebergsvägen
2225,Norfeltsvägen
2226,Torehatts backe
2227,Krabbelyckan
2228,Miklagårdsgatan
2229,Tväråsgatan
2230,Ploggatan
2231,Oterdahlsgatan
2232,Älvhålegatan
2233,Kringelgatan
2234,Gyllingbergsgatan
2235,Bäckängsgatan
2236,Åkerögatan
2237,Astrakangatan
2238,Betesgatan
2239,Körsbärsvägen
2240,Plommongatan
2241,Bäckuddsgatan
2242,Flunsåsliden
2243,Lysekilsgatan
2244,Flunsås Trappor
2245,Arrendatorsgatan
2246,Blackevägen
2247,Landamäresgatan
2248,Drottning Blankas gata
2249,Vikvärjesgatan
2250,Älvgrimegatan
2251,Toregrindsstigen
2252,Vendernas gata
2253,Spinettbacken
2254,Lona Knapes Gata
2255,Gustaf Werners gata
2256,Viloplatsen
2257,Waernsgatan
2258,Prästgatan
2259,Martin Anderssons gata
2260,Lilla Olskroksgatan
2261,Berggrensgatan
2262,Alfred Wigelius väg
2263,Alfred Gärdes Väg
2264,Sjölyckan
2265,Lilla Bommen
2266,Stenabron
2267,Cederbourgsgatan
2268,Carlandersplatsen
2269,Övre Buråsliden
2270,Lundgrensgatan
2271,Norra Krokslättsgatan
2272,Rudedammsgatan
2273,Dammgatan
2274,Vörtgatan
2275,Vibrafongatan
2276,Rubingatan
2277,Smaragdgatan
2278,Björkhöjdsstigen
2279,Björkhöjdsgången
2280,Juvelgatan
2281,Lingonvägen
2282,Vinbärsvägen
2283,Hjortronvägen
2284,Jordgubbsvägen
2285,Blåbärsvägen
2286,Klarbärsvägen
2287,Kemigården
2288,Fricksgatan
2289,Källsprångsgatan
2290,Trollbärsvägen
2291,Kråkbärsgatan
2292,Hugo Levins Väg
2293,Slättåsvägen
2294,Lemansgatan
2295,Teknologgatan
2296,Bernhard Karlgrens gångväg
2297,Sylvestergatan
2298,Stuartsgatan
2299,Waterloogatan
2300,Kodammsbron
2301,Rotfruktsgatan
2302,Friggagatan
2303,Partihandelsgatan
2304,Colliandersgatan
2305,Assar Gabrielssons Väg
2306,Kindboviksvägen
2307,Reutersgatan
2308,Hantverkaregatan
2309,Skomakaregatan
2310,Malmstensgatan
2311,Erik Dahlbergstrappan
2312,Arthur Lunds Gångväg
2313,Oscar Hanssons Trappor
2314,Kapten Bertilssons Väg
2315,Norra Sjöslingan
2316,Almedalsvägen
2317,Kaprisgatan
2318,Ingebäcksvägen
2319,Ingebäcksliden
